address|latitude|longtitude|name|country|phone|region
г. Югорск, ул. Бажова, 25|61.32776|63.355771|86636 АЗС 36|RU|8-912-908-03-44|Ханты-Мансийский АО
м/р Тевлино-Руссинское , На территории|62.32611111|73.47916667|86639 АЗС 39|RU|8-904-477-34-22|Ханты-Мансийский АО
г. Нижневартовск, Западный промышленный узел, панель 12, ул. 2П-2, д.10|60.92418017|76.52435527|86640 АЗС 40|RU|8-912-080-03-40|Ханты-Мансийский АО
г. Нижневартовск, ул. Ханты-Мансийская, 20|60.9288745|76.6075561|86641 АЗС 41|RU|8-912-080-11-52|Ханты-Мансийский АО
г. Нижневартовск, ул. Маршала Жукова, 27п|60.95170319|76.56197663|86642 АЗС 42|RU|8-912-080-11-57|Ханты-Мансийский АО
г. Нижневартовск, ул. Индустриальная, 119|60.96277778|76.52944444|86643 АЗС 43|RU|(3466)-632428|Ханты-Мансийский АО
г. Урай, Промбаза, проезд № 1|60.142421|64.740152|86653 АЗС 3|RU|8 982 881 48 26|Ханты-Мансийский АО
п. Убинка, на въезде|60.70135278|64.68870278|86654 АЗС 4|RU|(34676) 4-07-55|Ханты-Мансийский АО
п. Даниловка, справа при движении из г.Советского|60.93656111|64.13955556|86655 АЗС 5|RU|(34676) 4-31-20|Ханты-Мансийский АО
п. Ловинка, 94 км трассы Советский-Нягань|61.21768889|65.03614444|86656 АЗС 6|RU|(34676) 4-32-38|Ханты-Мансийский АО
г. Урай, ул. Южная, 1|60.12026111|64.80689167|86659 АЗС 9|RU|(34676) 3-00-45|Ханты-Мансийский АО
г. Ханты-Мансийск, ул. Мира,106|61.01051944|69.05544444|86661 АЗС 1|RU|(34673) 2-25-90|Ханты-Мансийский АО
г. Ханты-Мансийск, 940 км трассы Тюмень - Ханты-Мансийск, справа при движении из г.Тюмени за постом ГИБДД|61.045941981|69.3155405|86662 АЗС 2|RU|89128103608|Ханты-Мансийский АО
г. Лангепас, ул. Дружбы Народов, 71|61.25805556|75.20888889|86671 АЗС 1|RU|'(34669)-3-02-57  8-982-509-05-29'|Ханты-Мансийский АО
г. Лангепас, Северная промзона|61.28083333|75.19611111|86672 АЗС 2|RU|'(34669)-3-43-09  8-982-509-05-30'|Ханты-Мансийский АО
г. Лабытнанги, ул. Карьерная, 21|66.658884|66.41111|89372|RU|(834992) 5-96-67|Ямало-Ненецкий АО
г. Ноябрьск, ул. Киевская, 5а|63.19592773|75.42323598|89687 АЗС 87|RU|8-982-160-27-88|Ямало-Ненецкий АО
г. Иваново, Ново-Талицы, ул.Автодоровская, 23, обьездная дорога г.Иваново|57.007517|40.87683|8 НП|RU|(930)355-50-78|Ивановская область
Могилевская обл., г. Бобруйск, ул. Чехова, д.30|53.161575|29.214497|9|BY|-|Могилевская область
г. Владимир, ул. Ноябрьская, 183|56.084882|40.213686|9Д|RU|(906) 614-90-36|Владимирская область
г. Иваново, Б. Воробьевская, 84|56.9888|40.953483|9 НП|RU| 89303555073|Ивановская область
Хатаинский район, пос. Ахмедлы, ул. Р. Гулиева 12|40.37299|49.941348|AZS 10|AZ|-|Баку
Гусарский район, село Чобан|41.530954|48.53805|AZS 11|AZ|-|Баку
г. Бейлаган, ул. Магистрал|39.762389|47.604025|AZS 12F|AZ|-|Баку
Бинагадинский район, Московский проспект|40.413316|49.802694|AZS 13|AZ|-|Баку
Габалинский р-н, село Вандам «CARS LUKS OIL»|40.950582|47.936145|AZS 14F|AZ|-|Баку
Хатаинский район, пересечение ул. М. Гади и Сараева, квартал 2322|40.387342|49.954475|AZS 15|AZ|-|Баку
г. Сумгаит, пересечение ул. Х. Дереси и пр. Мира|40.583452|49.661186|AZS 16|AZ|-|Баку
Низаминский район , ул. Внешняя Кольцевая квартал 2403|40.397906|49.935608|AZS 17|AZ|-|Баку
Сабунчинский район 8-й км., пос. Бакыханова, на левой стороне дороги, ведущей к 8 км|40.41227|49.957259|AZS 18|AZ|-|Баку
Бинагадинский район, пр. Азадлыг, кв-л 3066|40.415839|49.836549|AZS 19|AZ|-|Баку
Гарадагский район, пос. Сахил, шоссе Баку-Сальян|40.223121|49.564503|AZS 2|AZ|-|Баку
Бинагадинский район, 8 мкр, кв-л 3195|40.415839|49.835654|AZS 20|AZ|-|Баку
Габалинский р-н, село Зараган «CARS LUKS OIL»|40.928897|47.801534|AZS 21F|AZ|-|Баку
"Шамахинский р-н, село Гаджидере """"Гаджи-Фарди"""""|40.634611|48.615123|AZS 23F|AZ|-|Баку
г. Ганджа, Кяпязский р-н,|40.684195|46.411521|AZS 24F|AZ|-|Баку
Абшеронский район, дорога Бинагади-Новханы|40.511954|49.815433|AZS 25F|AZ|-|Баку
Пос. Им. З.Тагиева, шоссе Баку-Губа 36-ой км|40.610407|49.56937|AZS 26F|AZ|-|Баку
Наримановский район, ул. А.Раджабли - 5|40.407254|49.865066|AZS 27|AZ|-|Баку
Наримановский район, ул. А.Раджабли - 5|40.407254|49.865066|AZS 27А|AZ|-|Баку
Геокгельский р-н, село Балчылы.|40.70157|46.280919|AZS 28F|AZ|-|Баку
На шоссе Хачмаз-Худат|41.456511|48.787408|AZS 29|AZ|-|Баку
На шоссе Хачмаз-Худат|41.456511|48.787408|AZS 29А|AZ|-|Баку
Гарадагский район, пос. Сахил, шоссе Баку-Сальян|40.223121|49.564503|AZS 2А|AZ|-|Баку
Абшеронский район, г. Хырдалан, пр. Г. Алиева 2|40.441099|49.771736|AZS 3|AZ|-|Баку
Абшеронский район, г. Хырдалан, пр. Г. Алиева 2|40.441099|49.771736|AZS 3 |AZ|-|Баку
Агджебединский р-н, пр-т У.Гаджибекова, 200 А|40.030879|47.444175|AZS 30F|AZ|-|Баку
Г. Евлах пр.Бакы 27|40.598854|47.142296|AZS 31А|AZ|-|Баку
"Апшеронский район, город Хырдалан ""Azbentonit"","|40.478891|49.72846|AZS 32|AZ|-|Баку
"Апшеронский район, город Хырдалан """"Azbentonit"""","|40.478891|49.72846|AZS 32А|AZ|-|Баку
Абшеронский р-н, дорога Хокмалы|40.455094|49.670685|AZS 33F|AZ|-|Баку
Астаринский район, село Пенсар|38.605356|48.810471|AZS 34F|AZ|-|Баку
"Товузский р-н, село Ашаги Гушчу """"Тепат"""""|40.974714|45.675384|AZS 35F|AZ|-|Баку
Хатаинский район пр, пр.Нобеля-108|40.371904|49.928441|AZS 36|AZ|-|Баку
Хатаинский район пр, пр.Нобеля-108|40.371904|49.928441|AZS 36А|AZ|-|Баку
пос. Дарнагюл, Внешнекольцевая|40.427122|49.8915|AZS 37|AZ|-|Баку
пос. Дарнагюл, Внешнекольцевая|40.427122|49.8915|AZS 37А|AZ|-|Баку
Новый шоссе Баку -Салян-Астара|39.595177|48.903062|AZS 38А|AZ|-|Баку
Биласуварский р-н, 104-км трассы Алят-Астара|39.474816|48.625548|AZS 39А|AZ|-|Баку
"Гёйгёльский р-н, село Гушгара """"Достлуг"""""|40.673705|46.321306|AZS 40F|AZ|-|Баку
Абшеронский р-н, дорога Хокмалы-Гобу|40.431863|49.713615|AZS 41F|AZ|-|Баку
Гарадагский район, пос. Гобустан|40.087512|49.416676|AZS 42А|AZ|-|Баку
"Бардинский р-н, трасса Евлах-Барда """"Рамиз"""""|40.432801|47.122986|AZS 43F|AZ|-|Баку
г. Ленкорань, шоссе Алят-Астара|38.754701|48.834154|AZS 44F|AZ|-|Баку
Сураханский район, пос. Йени Гюняшли, ул. А. Фатуллаева 27 Б|40.369738|49.974237|AZS 5|AZ|-|Баку
Сальянский р-н слево от трассы Баку-Астара|39.723685|49.102597|AZS 50F|AZ|-|Баку
Массалинский р-н, ул. Сейбатина|39.039819|48.676106|AZS 51F|AZ|-|Баку
Абшеронский район, село Фатмаи|40.530933|49.852524|AZS 52F|AZ|-|Баку
Абшеронский район, поселок Сарай,|40.493325|49.715125|AZS 53|AZ|-|Баку
Абшеронский район, поселок Сарай,|40.493325|49.715125|AZS 53А|AZ|-|Баку
Абшеронский район, Маштаги|40.497323|49.965331|AZS 54F|AZ|-|Баку
г. Гянджа, ул. Мамедова|40.721129|46.28809|AZS 55F|AZ|-|Баку
Абшеронский район, село Новханы «CARS LUKS OIL»|40.513405|49.813176|AZS 56F|AZ|-|Баку
г. Баку, Гарадагский район, поселок Локбатан|40.339429|49.788507|AZS 57|AZ|-|Баку
г. Баку, Гарадагский район, поселок Локбатан,|40.339429|49.788507|AZS 57А|AZ|-|Баку
г. Губа, ул. Гейдара Алиева 31|41.363669|48.546656|AZS 58F|AZ|-|Баку
Гаджигабулский р-н, село Гарасу|40.150083|48.696305|AZS 59F|AZ|-|Баку
Сураханский район, пос. Гара-Чухур|40.393792|49.989845|AZS 6|AZ|-|Баку
Новый шоссе Астара-Салян-Баку|39.594547|48.904076|AZS 60А|AZ|-|Баку
"г. Гянджа, Кяпазский р-н, ул. М. Багирова 173 """"I313"""""|40.679646|46.375283|AZS 61F|AZ|-|Баку
Агдашский р-н, пос. Амирарх «CARS LUKS OIL»|40.556721|47.367588|AZS 62F|AZ|-|Баку
г.Ленкорань, ул.Г.Алиева|38.776661|48.845393|AZS 63F|AZ|-|Баку
г. Баку, Гарадагский район, поселок Локбатан, (шоссе Баку-Сальян)|40.343963|49.791696|AZS 7|AZ|-|Баку
г. Баку, Гарадагский район, поселок Локбатан, (шоссе Баку-Сальян)|40.343963|49.791696|AZS 7А|AZ|-|Баку
Гаджигабулский район, пос. Атбулаг|39.968845|49.270247|AZS 8|AZ|-|Баку
Гаджигабулский район, пос. Атбулаг|39.968845|49.270247|AZS 8А|AZ|-|Баку
Низаминский район, ул. М. Аббасова, кв-л 2404|40.4147986|49.92261221|AZS 9|AZ|-|Баку
Гаджигабулский район, пос. Атбулаг|39.968845|49.270247|AЗС 8|RU|-|Азербайджан
г. Уфа, Уфимское шоссе, д. 34, к. 1|54.78909|56.057239|АГЗС № 02001_M-gas|RU|79871323579|Республика Башкортостан
г. Уфа, ул. Жукова, д.28/1|54.779911|56.073516|АГЗС № 02002_M-gas|RU|7914033322|Республика Башкортостан
г. Уфа, ул.Трамвайная, д. 9/1а|54.800301|56.079451|АГЗС № 02003_M-gas|RU|7914033322|Республика Башкортостан
г. Уфа, ул. Войкова, д. 3|54.834223|56.076372|АГЗС № 02004_M-gas|RU|79374929914|Республика Башкортостан
г. Уфа, ул. Авроры, д. 6/1|54.697511|56.007658|АГЗС № 02005_M-gas|RU|7914033322|Республика Башкортостан
г. Уфа, ул. Степана Разина, д. 30|54.724881|55.922861|АГЗС № 02006_M-gas|RU|7914033322|Республика Башкортостан
г. Уфа, п. Жилино, ул.Степная д. 1 к. 1|54.650541|56.064602|АГЗС № 02007_M-gas|RU|7914033322|Республика Башкортостан
г. Уфа, п. Жилино, ул.Степная, д. 1 к. 2|54.649084|56.065032|АГЗС № 02008_M-gas|RU|7914033322|Республика Башкортостан
г. Уфа, п. Шакша, 1-й проезд, д. 4а|54.766718|56.262745|АГЗС № 02009_M-gas|RU|7914033322|Республика Башкортостан
Дюртюлинский район, М-7, 1230 км\|55.423792|54.808115|АГЗС № 02010_M-gas|RU|79374929914|Республика Башкортостан
г. Агидель, ул. Первых Строителей, д. 24/1|55.908803|53.937792|АГЗС № 02011_M-gas|RU|79374929914|Республика Башкортостан
с. Верхний Аташ|55.33132|54.685267|АГЗС № 02014_M-gas|RU|79374929914|Республика Башкортостан
с. Чекмагушево, ул. Бакалинская, д.3|55.139573|54.622541|АГЗС № 02015_M-gas|RU|79374929914|Республика Башкортостан
с. Карача-Елга (трасса М7) |55.197323|55.114426|АГЗС № 02016_M-gas|RU|79374929914|Республика Башкортостан
с. Тарабердино|55.079362|55.399034|АГЗС № 02017_M-gas|RU|79374929914|Республика Башкортостан
с. Иванаево, Промзона|55.49923|54.80758|АГЗС № 02019_M-gas|RU|79374929914|Республика Башкортостан
г. Дюртюли, ул. 70 лет Октября, д.51|55.475403|54.863642|АГЗС № 02020_M-gas|RU|79374929914|Республика Башкортостан
а/д Дюртюли-Нефтекамск, 500 м к северу от д. Редькино|55.820206|54.528456|АГЗС № 02021_M-gas|RU|79374929914|Республика Башкортостан
с. Бакалы, Промзона, д. 5|55.169111|53.781482|АГЗС № 02022_M-gas|RU|79374929914|Республика Башкортостан
г. Волжский, ул. Пушкина, 111Б|48.761437|44.830951|АГЗС-1|RU|(8443) 53-11-81|Волгоградская область
г. Туапсе, ул. Ленских рабочих, д. 41|44.106232|39.074413|АГЗС №10 - ИП Морарь Е.Г.|RU|8(938)5-111-800|Краснодарский край
г. Артемовский, ул.Шмидта 1 А |57.374527|61.874718|АГЗС 1 А-Гс|RU|8 (34363) 27-30-2|Свердловская область
г. Набережные Челны, ул. Машиностроительная, 93/1|55.740733|52.453091|АГЗС № 1-АРС|RU|8-917-9311204|Республика Татарстан
г. Ейск, ул. Коммунистическая, д. 107|46.667056|38.322196|АГЗС №1 - ИП Морарь Е.Г.|RU|8(938)5-111-800|Краснодарский край
г. Набережные Челны, пр. Мусы Джалиля, 5|55.669802|52.274899|АГЗС № 1-ПКФ Фортуна|RU|89053733725|Республика Татарстан
г.Артемовский, ул.Разведчиков, 13 |57.334033|61.913036|АГЗС 2|RU|8 (34363) 2-54-03|Свердловская область
г. Волжский, Автодорога, 7/15Б|48.80519|44.79276|АГЗС-2|RU|(8443) 33-71-62|Волгоградская область
г. Набережные Челны, пр. Набережночелнинский (напротив ЗСК)|55.701766|52.326427|АГЗС № 2-АРС|RU|8 987 271 61 56|Республика Татарстан
г. Ейск, ул. Армавирская, д. 212|46.682782|38.258016|АГЗС №2 - ИП Морарь Е.Г.|RU|8(938)5-111-800|Краснодарский край
п. Поисево, 1136 км автодороги М-7 |55.549239|53.488469|АГЗС № 2-ПКФ Фортуна|RU|89053733725|Республика Татарстан
г. Ейск, ул. Мичурина, д. 25\12|46.670948|38.286931|АГЗС № 4 - ИП Морарь Е.Г.|RU|8(938)5-111-800|Краснодарский край
614065, Пермский край, г. Пермь, ул. Верхнемуллинская, 143|57.94644|56.149853|АГЗС № 59001-Техногазсервис|RU|'(342) 296-23-49 89526626598'|Пермский край
614026, Пермский край, г. Пермь, ул. Лянгасова, 70|58.107746|56.398201|АГЗС № 59002-Техногазсервис|RU|'(342) 284-36-09 89526585318'|Пермский край
г. Пермь, ул. Героев Хасана, д. 53/1|57.97864|56.259526|АГЗС № 5901-Техногазсервис|RU|(342) 296-23-49, 8-902-793-79-77|Пермский край
г. Пермь, Хлебозаводская ул., д. 22, корп. 4|57.967976|56.250895|АГЗС № 5902-Техногазсервис|RU|(342) 296-23-49, 8-902-793-79-78|Пермский край
г. Пермь, Подлесная ул. д. 51|57.994466|56.176523|АГЗС № 5903-Техногазсервис|RU|(342) 296-23-49, 8-902-793-79-79|Пермский край
г. Пермь, ул. Василия Васильева, д. 19А|57.956014|56.231444|АГЗС № 5904-Техногазсервис|RU|(342) 296-23-49, 8-902-793-79-80|Пермский край
г. Пермь, Ново-Гайвинская ул. , д. 81А|58.097487|56.319829|АГЗС № 5905-Техногазсервис|RU|(342) 296-23-49, 8-902-793-79-81|Пермский край
пос. Менделеева, Промышленная ул. , д. 30|58.178627|55.000562|АГЗС № 5906-Техногазсервис|RU|(342) 296-23-49, 8-902-793-79-82|Пермский край
г. Геленджик, ул. Луначарского, д. 242|44.605174|38.03598|АГЗС №5 - ИП Морарь Е.Г.|RU|8(938)5-111-800|Краснодарский край
ст. Журавская, ул. Южная, д. 80, автодорога М4-Дон|45.572721|39.502731|АГЗС №6 - ИП Морарь Е.Г.|RU|8(938)5-111-800|Краснодарский край
пгт. Новомихайловский, 22 км. + 800 м справа автодороги Джубга-Сочи|44.255625|38.868424|АГЗС №9 - ИП Морарь Е.Г.|RU|8(938)5-111-800|Краснодарский край
г. Нижний Новгород, ул. Героя Попова, д. 34|56.255538|43.929189|АГНКС № 1-ФинСтрой|RU|8‒905‒192‒09‒99|Нижегородская область
' Окуловский район, 423 км трассы М11 (правая сторона по ходу движения из Москвы)'|58.347378|33.287051|АЗК №53266 Окуловка-1|RU|'8 (921) 025-17-89 (мен.)   8 (921) 025-19-76 (опер.)'|Новгородская область
' Окуловский район, 423 км трассы М11 (левая сторона по ходу движения из Москвы)'|58.346756|33.286875|АЗК №53267 Окуловка-2|RU|8 (921) 025-20-48|Новгородская область
 г. Москва, Ярославское шоссе, 113/2  |55.869874|37.709757|АЗС 001 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Волгоградский пр., 22  |55.728245|37.678398|АЗС 002 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, п. Мосрентген, д. Мамыри, вл.№1А, 20 км трассы А-130 (Москва - Малоярославец - Рославль - граница с Респ. Белоруссия) Справа |55.603508|37.483969|АЗС 003 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Горбунова, 2А  |55.72609|37.40193|АЗС 005 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Бумажный проезд, 2А  |55.785385|37.586279|АЗС 006 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Бутырская, 2/1  |55.79298|37.584978|АЗС 007 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Дмитровское шоссе, 11Б  |55.817751|37.574605|АЗС 008 ЕКА|RU|8 800 250 83 83|Московская область
г. Москва, Каширское шоссе, владение 57Д  |55.633844|37.702648|АЗС 009 ЕКА|RU|'8 800 250 83 83(495) 740-50-32'|Московская область
 г. Москва, МКАД 52-й км, 3 Слева |55.70095|37.399397|АЗС 010 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Новоорловская, владение № 3Б  |55.637693|37.366767|АЗС 011 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Горбунова, 5  |55.722127|37.389436|АЗС 012 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Боровское шоссе, 12Д  |55.652313|37.375668|АЗС 014 ЕКА|RU|8 800 250 83 83|Московская область
г. Москва, Бережковская наб, 30Б  |55.730568|37.546102|АЗС 015 ЕКА|RU|8 800 250 83 83|Московская область
г.Подольск, Домодедовское шоссе, 20а|55.434804|37.594405|АЗС №016|RU|""|Московская область
 г. Москва, ул. Обручева, 25А  |55.656438|37.536563|АЗС 016 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Варшавское шоссе, владение № 148А  |55.601089|37.60371|АЗС 017 ЕКА|RU|8 800 250 83 83|Московская область
г.Подольск, проспект Юных Ленинцев, 1|55.473673|37.562294|АЗС №018|RU|""|Московская область
г. Москва, ул. Панфилова, 2А, сооружение 1  |55.798586|37.50083|АЗС 018 ЕКА|RU|8 800 250 83 83|Московская область
Москва, ул. 1-я Энтузиастов, вл. 3а|55.752207|37.723079|АЗС №019|RU|""|Московская область
г. Москва, МКАД 21-й км, владение 14 Справа |55.604087|37.756522|АЗС 019 ЕКА|RU|8 800 250 83 83|Московская область
г. Набережные Челны, ул. Машиностроительная, 116|55.742056|52.451608|АЗС № 01-УНП|RU|(8552) 74-05-02|Республика Татарстан
Москва, ул. Семеновский вал, вл. 4а|55.77888|37.715938|АЗС №020|RU|""|Московская область
г. Москва, МКАД 21-й км, 15 Слева |55.603219|37.756772|АЗС 021 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Каширское шоссе, владение № 22А  |55.658077|37.640311|АЗС 023 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. 5-я Кабельная, владение № 16  |55.736626|37.726234|АЗС 024 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Ростокинский проезд, владение № 11, строение 1  |55.817906|37.677883|АЗС 025 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Киевская, владение № 8А  |55.741969|37.555869|АЗС 026 ЕКА|RU|8 800 250 83 83|Московская область
г. Балашиха, 20 км, а/д М7 «Волга», слева|55.794099|37.913019|АЗС №027|RU|89254036320|Московская область
 г. Москва, МКАД 26-й км, дом № 9 Слева |55.582238|37.70683|АЗС 027 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Балаклавский пр-кт, владение № 30/2, строение 1  |55.644204|37.586075|АЗС 028 ЕКА|RU|8 800 250 83 83|Московская область
г. Набережные Челны, Автодорога № 4.|55.683196|52.435802|АЗС № 02-УНП|RU|987-277-6035|Республика Татарстан
 г. Москва, Новобутовский проезд, владение № 9  |55.55369|37.558818|АЗС 030 ЕКА|RU|8 800 250 83 83|Московская область
г. Москва, ул. Космонавтов, 19  |55.821436|37.662153|АЗС 031 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Бартеневская, владение № 6  |55.551901|37.533283|АЗС 032 ЕКА|RU|8 800 250 83 83|Московская область
г. Москва, ул. Матросская Тишина, владение № 9, сооружение 1  |55.786093|37.689349|АЗС 035 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Новомосковская, владение № 5  |55.810787|37.616228|АЗС 036 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Шокальского проезд, 52А  |55.884118|37.671309|АЗС 037 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Подольских Курсантов, 26  |55.593419|37.630185|АЗС 038 ЕКА|RU|8 800 250 83 83|Московская область
г. Москва, Дмитровское шоссе, 124Д  |55.931917|37.548186|АЗС 039 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Маршала Бирюзова, 1/3  |55.789495|37.50005|АЗС 040 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, МКАД 94-й км, владение № 6  |55.883269|37.722622|АЗС 041 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Химкинский б-р, 15Б  |55.850956|37.446462|АЗС 042 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Андропова пр., владение № 9/1  |55.689137|37.666862|АЗС 043 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Нагатинская наб, владение № 72А  |55.69071|37.695858|АЗС 044 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Полярная, владение № 37В  |55.89046|37.644889|АЗС 045 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Сущёвский Вал, 25  |55.79321|37.603025|АЗС 046 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Космонавта Волкова, 26  |55.815995|37.532372|АЗС 047 ЕКА|RU|8 800 250 83 83|Московская область
г. Москва, ул. Вучетича, владение № 2  |55.805894|37.561349|АЗС 049 ЕКА|RU|8 800 250 83 83|Московская область
г. Москва, ул. Мелькисаровская, владение № 1А  |55.94636|37.410195|АЗС 050 ЕКА|RU|8 800 250 83 83|Московская область
г. Москва, ул. 5-я Кабельная 5-я, 2А/1  |55.738135|37.718014|АЗС 051 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Ленинградское шоссе, 286Б, 27 км трассы М-10 (Москва - Тверь - Великий Новгород - Санкт-Петербург) Справа |55.939628|37.36759|АЗС 052 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Лесной 4-й пер., владение № 2А  |55.778871|37.586378|АЗС 053 ЕКА|RU|8 800 250 83 83; 8 910 415 31 53|Московская область
 г. Москва, ул. Каланчевская, владение № 43  |55.777467|37.647678|АЗС 054 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Николоямская, владение № 1  |55.749943|37.657474|АЗС 055 ЕКА|RU|8 800 250 83 83|Московская область
г. Москва, Саввинская наб, владение № 7А  |55.737655|37.569576|АЗС 056 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Лобачевского, 112А  |55.689528|37.473369|АЗС 057 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Профсоюзная, владение № 131Г  |55.613352|37.497332|АЗС 058 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Тараса Шевченко наб, 12А  |55.752311|37.560989|АЗС 059 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Каспийская, 28  |55.622974|37.673469|АЗС 060 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Буракова, 1/1  |55.767721|37.728161|АЗС 082 ЕКА|RU|8 800 250 83 83|Московская область
 г.Зеленоград, Муниципальное образование Савелки, микрорайон 5А, проезд 5253 |56.00285|37.235061|АЗС №1 |RU|89629229948|Московская область
c. Устье, ул. Октябрьская, д. 56А|59.627039|39.770971|АЗС№ 1|RU|(881753) 2-10-51|Вологодская область
г.Баку, Хатаинский район, пос. Ахмедлы, ул. Р. Гулиева 12|40.37299|49.941348|АЗС 10|RU|-|Азербайджан
г. Тюмень, ул. 50 лет ВЛКСМ, 46|57.135972|65.552732|АЗС № 10 НГСС|RU|(3452) 62-18-42|Тюменская область
г. Камень-на-Оби, ул. Пушкина, 32|53.789734|81.337246|АЗС № 10-ОКТАН|RU|385-84-26320|Алтайский край
 796 км с западной и 319 км с восточных сторон автомобильной трассы Иркутск – Чита , г. Хилок|51.3463|110.533856|АЗС № 10-Петровск|RU|8-914-148-32-73|Забайкальский край
"г. Ульяновск, пр. Гая  ( напротив Кондитерской ф-ки ""Волжанка"""|54.23549108|48.30345275|АЗС № 10-УльяновскНП|RU|8 (8422) 34-89-99|Ульяновская область
г. Омск, ул. Воровского, 117|54.89534496|73.35118924|АЗС № 10 Юнигаз|RU|(3812) 90-34-19|Омская область
Гусарский район, село Чобан|41.530954|48.53805|АЗС 11|RU|-|Азербайджан
г.Зеленоград, Новокрюковская, 5а|55.98803|37.16114|АЗС № 11|RU|8-925-403-62-33|Московская область
г. Москва, Волгоградский пр-кт, 172/1  |55.693703|37.811959|АЗС 113 ЕКА|RU|8 800 250 83 83|Московская область
г. Москва, Волоколамское шоссе, 22  |55.830786|37.407168|АЗС 116 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, Волгоградский пр., 185/2  |55.694789|37.812606|АЗС 117 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Азовская, 32А  |55.643511|37.592487|АЗС 118 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Полимерная, владение № 6  |55.745683|37.798244|АЗС 119 ЕКА|RU|8 800 250 83 83|Московская область
г. Новосибирск, Мочищенское шоссе, 1/2|55.090985|82.893283|АЗС № 11-АЗС-Люкс|RU|8-964-095-79-68|Новосибирская область
г. Тюмень, ул. 50 лет Октября, 182|57.1265|65.6139|АЗС № 11 НГСС|RU|8-922-266-00-71|Тюменская область
г. Барнаул, Змеиногорский тракт, 43а|53.298879|83.764818|АЗС № 11-ОКТАН|RU|(3852)-68-36-16|Алтайский край
п. Мирный, 24 км. а/д Ульяновск-Димитровград|54.37149|48.73534|АЗС № 11-УльяновскНП|RU|8 (8422) 34-89-99|Ульяновская область
с. Троицкое, 812 км трассы Челябинск-Новосибирск|54.868577|73.293372|АЗС № 11 Управление АЗС|RU|(3812) 59-40-21|Омская область
г. Орск, ул. Тобольская, 18а|51.257144|58.546449|АЗС № 11-УТСП|RU|8-961-938-74-49|Оренбургская область
Москва, ул. 2-я Пугачевская, вл. 11|55.793374|37.729844|АЗС № 12|RU|""|Московская область
 г. Москва, Сиреневый б-р, 4А  |55.802279|37.766759|АЗС 121 ЕКА|RU|8 800 250 83 83|Московская область
 г. Москва, ул. Архитектора Власова, владение № 2В/1  |55.67726|37.549556|АЗС 122 ЕКА|RU|8 800 250 83 83|Московская область
г. Бейлаган, ул. Магистраль|39.762389|47.604025|АЗС 12F|RU|-|Азербайджан
п. Антоновка, м.р. Сергиевский, 1 км автодороги «Урал-Антоновка»|53.93233312|51.33225112|АЗС № 12-АТС|RU|8-927-208-01-55|Самарская область
с. Усть-Кишерть, ул. 8 Марта|57.353949|57.235709|АЗС № 12-ИП Рогожников|RU|8-951-938-60-00|Пермский край
